url,urlfr,city,prov,id
https://weather.gc.ca/rss/city/ab-53_e.xml,https://meteo.gc.ca/rss/city/ab-53_f.xml,Sundre,Alberta,61
https://weather.gc.ca/rss/city/ab-7_e.xml,https://meteo.gc.ca/rss/city/ab-7_f.xml,Taber,Alberta,62
https://weather.gc.ca/rss/city/ab-69_e.xml,https://meteo.gc.ca/rss/city/ab-69_f.xml,ThreeHills,Alberta,63
https://weather.gc.ca/rss/city/ab-27_e.xml,https://meteo.gc.ca/rss/city/ab-27_f.xml,Vauxhall,Alberta,64
https://weather.gc.ca/rss/city/ab-26_e.xml,https://meteo.gc.ca/rss/city/ab-26_f.xml,Vegreville,Alberta,65
https://weather.gc.ca/rss/city/ab-55_e.xml,https://meteo.gc.ca/rss/city/ab-55_f.xml,Wainwright,Alberta,66
https://weather.gc.ca/rss/city/ab-66_e.xml,https://meteo.gc.ca/rss/city/ab-66_f.xml,WatertonPark,Alberta,67
https://weather.gc.ca/rss/city/ab-8_e.xml,https://meteo.gc.ca/rss/city/ab-8_f.xml,Westlock,Alberta,68
https://weather.gc.ca/rss/city/ab-9_e.xml,https://meteo.gc.ca/rss/city/ab-9_f.xml,Wetaskiwin,Alberta,69
https://weather.gc.ca/rss/city/ab-56_e.xml,https://meteo.gc.ca/rss/city/ab-56_f.xml,Whitecourt,Alberta,70
https://weather.gc.ca/rss/city/ab-41_e.xml,https://meteo.gc.ca/rss/city/ab-41_f.xml,WillowCreek(ProvincialPark),Alberta,71
https://weather.gc.ca/rss/city/bc-7_e.xml,https://meteo.gc.ca/rss/city/bc-7_f.xml,100MileHouse,BritishColumbia,72
https://weather.gc.ca/rss/city/bc-81_e.xml,https://meteo.gc.ca/rss/city/bc-81_f.xml,Abbotsford,BritishColumbia,73
https://weather.gc.ca/rss/city/bc-70_e.xml,https://meteo.gc.ca/rss/city/bc-70_f.xml,Agassiz,BritishColumbia,74
https://weather.gc.ca/rss/city/bc-67_e.xml,https://meteo.gc.ca/rss/city/bc-67_f.xml,Atlin,BritishColumbia,75
https://weather.gc.ca/rss/city/bc-94_e.xml,https://meteo.gc.ca/rss/city/bc-94_f.xml,BellaBella,BritishColumbia,76
https://weather.gc.ca/rss/city/bc-18_e.xml,https://meteo.gc.ca/rss/city/bc-18_f.xml,BellaCoola,BritishColumbia,77
https://weather.gc.ca/rss/city/bc-22_e.xml,https://meteo.gc.ca/rss/city/bc-22_f.xml,BlueRiver,BritishColumbia,78
https://weather.gc.ca/rss/city/bc-43_e.xml,https://meteo.gc.ca/rss/city/bc-43_f.xml,BurnsLake,BritishColumbia,79
https://weather.gc.ca/rss/city/bc-55_e.xml,https://meteo.gc.ca/rss/city/bc-55_f.xml,CacheCreek,BritishColumbia,80
https://weather.gc.ca/rss/city/bc-19_e.xml,https://meteo.gc.ca/rss/city/bc-19_f.xml,CampbellRiver,BritishColumbia,81
https://weather.gc.ca/rss/city/bc-6_e.xml,https://meteo.gc.ca/rss/city/bc-6_f.xml,Cassiar,BritishColumbia,82
https://weather.gc.ca/rss/city/bc-21_e.xml,https://meteo.gc.ca/rss/city/bc-21_f.xml,Castlegar,BritishColumbia,83
https://weather.gc.ca/rss/city/bc-23_e.xml,https://meteo.gc.ca/rss/city/bc-23_f.xml,Chetwynd,BritishColumbia,84
https://weather.gc.ca/rss/city/bc-24_e.xml,https://meteo.gc.ca/rss/city/bc-24_f.xml,Chilliwack,BritishColumbia,85
https://weather.gc.ca/rss/city/bc-12_e.xml,https://meteo.gc.ca/rss/city/bc-12_f.xml,Clearwater,BritishColumbia,86
https://weather.gc.ca/rss/city/bc-91_e.xml,https://meteo.gc.ca/rss/city/bc-91_f.xml,Clinton,BritishColumbia,87
https://weather.gc.ca/rss/city/bc-61_e.xml,https://meteo.gc.ca/rss/city/bc-61_f.xml,Comox,BritishColumbia,88
https://weather.gc.ca/rss/city/bc-92_e.xml,https://meteo.gc.ca/rss/city/bc-92_f.xml,Courtenay,BritishColumbia,89
https://weather.gc.ca/rss/city/bc-77_e.xml,https://meteo.gc.ca/rss/city/bc-77_f.xml,Cranbrook,BritishColumbia,90
https://weather.gc.ca/rss/city/bc-26_e.xml,https://meteo.gc.ca/rss/city/bc-26_f.xml,Creston,BritishColumbia,91
https://weather.gc.ca/rss/city/bc-95_e.xml,https://meteo.gc.ca/rss/city/bc-95_f.xml,CumminsLakes(ProvincialPark),BritishColumbia,92
https://weather.gc.ca/rss/city/bc-25_e.xml,https://meteo.gc.ca/rss/city/bc-25_f.xml,DawsonCreek,BritishColumbia,93
https://weather.gc.ca/rss/city/bc-14_e.xml,https://meteo.gc.ca/rss/city/bc-14_f.xml,DeaseLake,BritishColumbia,94
https://weather.gc.ca/rss/city/bc-8_e.xml,https://meteo.gc.ca/rss/city/bc-8_f.xml,DomeCreek,BritishColumbia,95
https://weather.gc.ca/rss/city/bc-40_e.xml,https://meteo.gc.ca/rss/city/bc-40_f.xml,Esquimalt,BritishColumbia,96
https://weather.gc.ca/rss/city/bc-15_e.xml,https://meteo.gc.ca/rss/city/bc-15_f.xml,EstevanPoint,BritishColumbia,97
https://weather.gc.ca/rss/city/bc-83_e.xml,https://meteo.gc.ca/rss/city/bc-83_f.xml,FortNelson,BritishColumbia,98
https://weather.gc.ca/rss/city/bc-78_e.xml,https://meteo.gc.ca/rss/city/bc-78_f.xml,FortSt.John,BritishColumbia,99
https://weather.gc.ca/rss/city/bc-1_e.xml,https://meteo.gc.ca/rss/city/bc-1_f.xml,Gibsons,BritishColumbia,100
https://weather.gc.ca/rss/city/bc-34_e.xml,https://meteo.gc.ca/rss/city/bc-34_f.xml,Golden,BritishColumbia,101
https://weather.gc.ca/rss/city/bc-32_e.xml,https://meteo.gc.ca/rss/city/bc-32_f.xml,GonzalesPoint,BritishColumbia,102
https://weather.gc.ca/rss/city/bc-9_e.xml,https://meteo.gc.ca/rss/city/bc-9_f.xml,GoodHopeLake,BritishColumbia,103
https://weather.gc.ca/rss/city/bc-39_e.xml,https://meteo.gc.ca/rss/city/bc-39_f.xml,GrandForks,BritishColumbia,104
https://weather.gc.ca/rss/city/bc-93_e.xml,https://meteo.gc.ca/rss/city/bc-93_f.xml,GulfIslands(Southern),BritishColumbia,105
https://weather.gc.ca/rss/city/bc-36_e.xml,https://meteo.gc.ca/rss/city/bc-36_f.xml,Hope,BritishColumbia,106
https://weather.gc.ca/rss/city/bc-31_e.xml,https://meteo.gc.ca/rss/city/bc-31_f.xml,HopeSlide,BritishColumbia,107
https://weather.gc.ca/rss/city/bc-72_e.xml,https://meteo.gc.ca/rss/city/bc-72_f.xml,Invermere,BritishColumbia,108
https://weather.gc.ca/rss/city/bc-45_e.xml,https://meteo.gc.ca/rss/city/bc-45_f.xml,Kamloops,BritishColumbia,109
https://weather.gc.ca/rss/city/bc-48_e.xml,https://meteo.gc.ca/rss/city/bc-48_f.xml,Kelowna,BritishColumbia,110
https://weather.gc.ca/rss/city/bc-30_e.xml,https://meteo.gc.ca/rss/city/bc-30_f.xml,Kitimat,BritishColumbia,111
https://weather.gc.ca/rss/city/bc-11_e.xml,https://meteo.gc.ca/rss/city/bc-11_f.xml,Kootenay(NationalPark),BritishColumbia,112
https://weather.gc.ca/rss/city/bc-87_e.xml,https://meteo.gc.ca/rss/city/bc-87_f.xml,LiardRiver,BritishColumbia,113
https://weather.gc.ca/rss/city/bc-28_e.xml,https://meteo.gc.ca/rss/city/bc-28_f.xml,Lillooet,BritishColumbia,114
https://weather.gc.ca/rss/city/bc-33_e.xml,https://meteo.gc.ca/rss/city/bc-33_f.xml,Lytton,BritishColumbia,115
https://weather.gc.ca/rss/city/bc-90_e.xml,https://meteo.gc.ca/rss/city/bc-90_f.xml,Mackenzie,BritishColumbia,116
https://weather.gc.ca/rss/city/bc-29_e.xml,https://meteo.gc.ca/rss/city/bc-29_f.xml,Malahat,BritishColumbia,117
https://weather.gc.ca/rss/city/bc-56_e.xml,https://meteo.gc.ca/rss/city/bc-56_f.xml,Masset,BritishColumbia,118
https://weather.gc.ca/rss/city/bc-47_e.xml,https://meteo.gc.ca/rss/city/bc-47_f.xml,McBride,BritishColumbia,119
https://weather.gc.ca/rss/city/bc-49_e.xml,https://meteo.gc.ca/rss/city/bc-49_f.xml,Merritt,BritishColumbia,120
https://weather.gc.ca/rss/city/bc-63_e.xml,https://meteo.gc.ca/rss/city/bc-63_f.xml,MunchoLake,BritishColumbia,121
https://weather.gc.ca/rss/city/bc-38_e.xml,https://meteo.gc.ca/rss/city/bc-38_f.xml,Nakusp,BritishColumbia,122
https://weather.gc.ca/rss/city/bc-20_e.xml,https://meteo.gc.ca/rss/city/bc-20_f.xml,Nanaimo,BritishColumbia,123
https://weather.gc.ca/rss/city/bc-37_e.xml,https://meteo.gc.ca/rss/city/bc-37_f.xml,Nelson,BritishColumbia,124
https://weather.gc.ca/rss/city/bc-69_e.xml,https://meteo.gc.ca/rss/city/bc-69_f.xml,Osoyoos,BritishColumbia,125
https://weather.gc.ca/rss/city/bc-16_e.xml,https://meteo.gc.ca/rss/city/bc-16_f.xml,Pemberton,BritishColumbia,126
https://weather.gc.ca/rss/city/bc-84_e.xml,https://meteo.gc.ca/rss/city/bc-84_f.xml,Penticton,BritishColumbia,127
https://weather.gc.ca/rss/city/bc-35_e.xml,https://meteo.gc.ca/rss/city/bc-35_f.xml,PittMeadows,BritishColumbia,128
https://weather.gc.ca/rss/city/bc-46_e.xml,https://meteo.gc.ca/rss/city/bc-46_f.xml,PortAlberni,BritishColumbia,129
https://weather.gc.ca/rss/city/bc-89_e.xml,https://meteo.gc.ca/rss/city/bc-89_f.xml,PortHardy,BritishColumbia,130
https://weather.gc.ca/rss/city/bc-58_e.xml,https://meteo.gc.ca/rss/city/bc-58_f.xml,PowellRiver,BritishColumbia,131
https://weather.gc.ca/rss/city/bc-79_e.xml,https://meteo.gc.ca/rss/city/bc-79_f.xml,PrinceGeorge,BritishColumbia,132
https://weather.gc.ca/rss/city/bc-57_e.xml,https://meteo.gc.ca/rss/city/bc-57_f.xml,PrinceRupert,BritishColumbia,133
https://weather.gc.ca/rss/city/bc-41_e.xml,https://meteo.gc.ca/rss/city/bc-41_f.xml,Princeton,BritishColumbia,134
https://weather.gc.ca/rss/city/bc-42_e.xml,https://meteo.gc.ca/rss/city/bc-42_f.xml,PuntziMountain,BritishColumbia,135
https://weather.gc.ca/rss/city/bc-64_e.xml,https://meteo.gc.ca/rss/city/bc-64_f.xml,Quesnel,BritishColumbia,136
https://weather.gc.ca/rss/city/bc-65_e.xml,https://meteo.gc.ca/rss/city/bc-65_f.xml,Revelstoke,BritishColumbia,137
https://weather.gc.ca/rss/city/bc-10_e.xml,https://meteo.gc.ca/rss/city/bc-10_f.xml,RockCreek,BritishColumbia,138
https://weather.gc.ca/rss/city/bc-51_e.xml,https://meteo.gc.ca/rss/city/bc-51_f.xml,SalmonArm,BritishColumbia,139
https://weather.gc.ca/rss/city/bc-88_e.xml,https://meteo.gc.ca/rss/city/bc-88_f.xml,Sandspit,BritishColumbia,140
https://weather.gc.ca/rss/city/bc-3_e.xml,https://meteo.gc.ca/rss/city/bc-3_f.xml,Sechelt,BritishColumbia,141
https://weather.gc.ca/rss/city/bc-82_e.xml,https://meteo.gc.ca/rss/city/bc-82_f.xml,Smithers,BritishColumbia,142
https://weather.gc.ca/rss/city/bc-52_e.xml,https://meteo.gc.ca/rss/city/bc-52_f.xml,Sparwood,BritishColumbia,143
https://weather.gc.ca/rss/city/bc-50_e.xml,https://meteo.gc.ca/rss/city/bc-50_f.xml,Squamish,BritishColumbia,144
https://weather.gc.ca/rss/city/bc-73_e.xml,https://meteo.gc.ca/rss/city/bc-73_f.xml,Stewart,BritishColumbia,145
https://weather.gc.ca/rss/city/bc-54_e.xml,https://meteo.gc.ca/rss/city/bc-54_f.xml,Summerland,BritishColumbia,146
https://weather.gc.ca/rss/city/bc-60_e.xml,https://meteo.gc.ca/rss/city/bc-60_f.xml,TatlayokoLake,BritishColumbia,147
https://weather.gc.ca/rss/city/bc-80_e.xml,https://meteo.gc.ca/rss/city/bc-80_f.xml,Terrace,BritishColumbia,148
https://weather.gc.ca/rss/city/bc-53_e.xml,https://meteo.gc.ca/rss/city/bc-53_f.xml,TetsaRiver(ProvincialPark),BritishColumbia,149
https://weather.gc.ca/rss/city/bc-17_e.xml,https://meteo.gc.ca/rss/city/bc-17_f.xml,Tofino,BritishColumbia,150
https://weather.gc.ca/rss/city/bc-71_e.xml,https://meteo.gc.ca/rss/city/bc-71_f.xml,Trail,BritishColumbia,151
https://weather.gc.ca/rss/city/bc-5_e.xml,https://meteo.gc.ca/rss/city/bc-5_f.xml,Ucluelet,BritishColumbia,152
https://weather.gc.ca/rss/city/bc-13_e.xml,https://meteo.gc.ca/rss/city/bc-13_f.xml,Valemount,BritishColumbia,153
